,user_id,item_id,rating,timestamp
335,1450,45,5,1357776000
7367,1450,840,5,1357776000
25699,1450,2830,5,1357862400
17289,2799,1923,4,1308787200
28349,2799,3136,4,1331164800
4607,2799,514,5,1333238400
30753,2799,3408,5,1362182400
43933,2799,4848,5,1386028800
3733,2799,409,5,1386115200
40364,2799,4463,5,1386720000
22621,2799,2501,5,1386720000
6468,2799,736,5,1386720000
36242,2799,3989,5,1386720000
19042,2799,2099,5,1386720000
31020,88,3444,4,1384992000
10759,88,1228,5,1384992000
4242,88,470,4,1384992000
17605,88,1950,4,1385510400
19041,88,2099,5,1385510400
11302,88,1281,4,1389571200
49205,88,5387,4,1389571200
32233,88,3559,4,1389571200
16885,88,1880,4,1389571200
19040,2732,2099,3,1173916800
14703,2732,1631,4,1173916800
36258,2732,3991,5,1270252800
3331,2732,364,5,1279756800
35145,2732,3882,4,1294876800
16159,2732,1801,4,1301875200
28519,2732,3156,3,1326067200
19668,2732,2165,5,1332806400
31698,2732,3513,5,1332806400
16515,2732,1853,3,1335916800
48623,2732,5326,5,1344297600
7396,2732,845,5,1344902400
39526,2732,4369,5,1344902400
21990,2732,2424,5,1350345600
49771,2732,5449,5,1350345600
24728,2732,2709,4,1356739200
28081,2732,3100,5,1372809600
42524,2732,4686,5,1380499200
41663,2732,4598,5,1380499200
17786,2732,1968,3,1395705600
18357,1240,2023,5,1284163200
39297,1240,4345,5,1290470400
48977,1240,5358,4,1304467200
32384,1240,3572,5,1304467200
31556,1240,3496,5,1312502400
35088,1240,3878,5,1315267200
22065,1240,2432,5,1330819200
5868,1222,667,5,1254528000
26074,1222,2866,5,1254614400
28208,1222,3119,5,1254614400
28262,1222,3120,5,1254614400
22457,1222,2477,4,1258243200
46917,1222,5126,4,1258243200
44470,1222,4906,1,1284595200
16339,1222,1822,1,1284768000
25148,1222,2754,5,1312070400
21551,1222,2376,3,1312070400
50038,1222,5473,3,1312070400
24998,1222,2734,5,1314489600
3463,1222,376,3,1314489600
31621,1222,3505,3,1316908800
25673,1222,2821,5,1316908800
34987,1222,3866,4,1316908800
5466,1222,613,5,1317427200
43132,1222,4744,3,1317427200
14375,1222,1595,5,1317427200
18802,1222,2071,5,1319328000
18060,1222,1989,3,1320364800
37433,1222,4124,5,1320796800
1470,1222,176,4,1337817600
43629,1222,4813,5,1345507200
562,1222,69,4,1348012800
18356,1222,2023,5,1352937600
9756,1222,1124,5,1355961600
4953,1222,556,5,1356048000
14880,1222,1652,5,1356048000
33836,1222,3720,5,1356048000
48959,1222,5355,4,1358208000
39835,1222,4400,3,1358640000
41013,1222,4530,5,1363132800
21198,1222,2327,5,1370736000
37147,1222,4084,5,1375920000
30706,1222,3397,2,1379376000
2105,1222,245,4,1380672000
17684,1222,1951,2,1381190400
9018,1222,1021,5,1382745600
42473,1222,4678,4,1382745600
10299,2515,1173,5,1369440000
5490,2515,618,4,1369440000
17542,2515,1947,4,1379116800
12557,2515,1408,5,1397520000
48818,2515,5343,5,1398124800
37432,2515,4124,5,1398124800
19425,2515,2149,4,1398124800
18355,2515,2023,5,1398902400
18455,2484,2037,5,1323475200
20671,2484,2267,5,1323475200
12390,2484,1392,5,1323475200
31335,2484,3477,5,1323475200
32755,2484,3610,1,1323993600
44939,2484,4945,2,1323993600
18354,2484,2023,5,1323993600
48903,2484,5351,5,1323993600
14050,2484,1563,5,1324598400
40292,2484,4456,5,1324598400
5015,2484,561,5,1324598400
8297,2484,942,5,1325635200
8381,2484,951,5,1325721600
29497,2484,3253,5,1325721600
6496,2484,737,5,1325721600
30127,2484,3320,5,1325721600
21160,2484,2322,5,1325721600
19096,2484,2108,2,1326240000
43882,2484,4840,4,1326844800
16263,2484,1812,5,1326844800
29670,2484,3276,5,1326844800
27356,2484,3021,5,1328140800
7267,2484,823,5,1330473600
25546,2484,2804,5,1330473600
34115,2484,3758,5,1330560000
13670,2484,1527,5,1331251200
37727,2484,4163,5,1333584000
2114,2484,246,5,1333584000
26557,2484,2922,5,1333584000
37922,2484,4193,5,1333670400
5601,2484,631,5,1333670400
11438,2484,1294,5,1333670400
21941,2484,2416,5,1333670400
27213,2484,3003,5,1333670400
23333,2484,2569,5,1333670400
26624,2484,2928,5,1333670400
2728,2484,311,5,1333670400
12646,2484,1418,5,1337558400
23132,2484,2550,1,1339718400
38521,2484,4254,5,1339718400
15502,2484,1730,5,1345161600
10643,2484,1210,5,1345248000
28611,2484,3164,5,1348444800
15417,2484,1717,5,1349740800
20094,2484,2211,5,1375920000
18979,2484,2093,5,1375920000
13789,1106,1541,2,1275955200
48036,1106,5241,5,1289260800
18408,1106,2029,5,1289952000
25230,1106,2768,4,1291939200
25292,1106,2776,5,1291939200
19755,1106,2175,5,1305504000
17226,1106,1916,3,1306281600
17715,1106,1955,5,1321228800
34724,1106,3835,3,1325203200
13036,1106,1459,4,1325548800
12550,1106,1406,5,1331769600
34696,1106,3832,3,1342137600
7850,1106,888,1,1344470400
49393,1106,5412,5,1350345600
31379,1106,3482,5,1352678400
9040,1106,1028,3,1352678400
18365,1106,2025,5,1356912000
29648,1106,3273,4,1357603200
28282,1106,3125,5,1357689600
18353,1106,2023,5,1359417600
26993,1106,2971,5,1359417600
27722,1106,3056,5,1359417600
1235,1075,142,5,1262217600
21770,1075,2401,5,1262217600
20713,1075,2274,5,1262649600
3846,1075,420,5,1292889600
9641,1075,1110,5,1303776000
44262,1075,4876,5,1303776000
13550,1075,1510,5,1303776000
2879,1075,322,5,1347667200
539,1075,67,5,1347753600
46511,1075,5094,5,1347753600
18351,2434,2023,5,1232323200
12318,2434,1381,5,1262908800
12275,2434,1376,4,1267228800
7091,2434,797,5,1302998400
14046,2434,1563,5,1311206400
18133,2434,1995,5,1311206400
8378,2359,950,5,1264982400
17224,2359,1916,4,1376092800
49536,2359,5420,5,1390953600
18350,2359,2023,5,1390953600
43366,2359,4770,4,1399766400
14639,2359,1618,5,1399766400
46846,2359,5121,5,1399766400
18177,2359,2000,5,1399766400
49019,2359,5362,5,1399766400
7662,2359,871,4,1399766400
41284,2359,4557,5,1399766400
24723,2359,2708,3,1399766400
24716,2344,2707,5,1226448000
6493,2344,737,5,1226707200
50044,2344,5474,5,1255132800
3476,2344,379,5,1255564800
25227,2344,2768,3,1255651200
42144,2344,4644,5,1257120000
28114,2344,3106,5,1260835200
41638,2344,4594,4,1261180800
31289,2344,3472,4,1265932800
33663,2344,3707,4,1270425600
48129,909,5252,5,1282348800
47479,909,5179,4,1315353600
1322,909,155,5,1315526400
13785,909,1541,3,1317168000
3515,909,383,4,1317254400
22473,909,2481,4,1324771200
43470,909,4783,1,1324771200
49039,909,5364,4,1324771200
50493,909,5528,5,1349827200
50239,909,5494,2,1350604800
22882,909,2527,1,1352332800
30770,909,3411,5,1353974400
9048,909,1029,5,1355184000
11697,909,1314,2,1356134400
20443,909,2250,5,1356134400
44866,909,4938,1,1356134400
41454,909,4578,1,1356134400
6426,909,732,1,1356134400
21166,909,2323,3,1356393600
23874,909,2615,4,1358812800
6081,909,695,3,1358899200
29667,909,3276,3,1358899200
18348,909,2023,5,1359072000
49289,909,5394,4,1359676800
45910,909,5040,4,1360454400
24118,909,2635,3,1366502400
2934,2166,325,5,1261872000
39783,2166,4389,5,1350259200
35393,2166,3904,4,1353456000
28672,2166,3173,4,1355788800
31047,2166,3444,4,1356220800
50491,2166,5528,4,1356480000
47517,2166,5180,1,1358380800
21239,2166,2336,5,1362873600
49749,2166,5446,5,1364515200
25937,2166,2851,4,1364515200
23268,2166,2566,5,1364947200
25029,2166,2736,5,1364947200
12092,2166,1364,5,1369094400
38700,2166,4274,5,1372809600
50257,2166,5496,3,1373068800
25790,2166,2837,5,1373068800
18451,2166,2037,5,1373068800
31889,2166,3531,4,1373328000
1696,2166,196,4,1373328000
12859,2166,1438,4,1373414400
971,2166,111,1,1373760000
47949,2166,5235,2,1373932800
619,2166,80,4,1376006400
38517,2166,4254,5,1376092800
2438,2166,285,2,1379980800
11168,2166,1269,5,1382140800
25137,2166,2753,5,1382140800
23233,2166,2562,5,1386460800
1917,2166,226,5,1388188800
35928,2166,3965,5,1388275200
27361,2166,3022,5,1388361600
25537,2166,2803,4,1388448000
10111,2166,1149,4,1388448000
17819,2166,1969,5,1388707200
2683,2166,307,3,1388707200
48186,2166,5265,2,1388880000
12948,2166,1449,4,1388880000
31332,2166,3477,5,1389312000
16653,2166,1861,4,1389398400
8292,2166,942,4,1389744000
34870,2166,3852,4,1391644800
13047,2166,1461,4,1391990400
43222,2166,4756,3,1392336000
14832,2080,1647,5,1304380800
18346,2080,2023,5,1342828800
19639,2080,2163,3,1355443200
319,2080,42,5,1355443200
6585,2080,747,5,1355443200
38609,2080,4266,5,1355529600
39668,2080,4378,4,1355529600
44061,2080,4854,5,1355529600
22770,2080,2512,2,1355529600
3767,2080,415,3,1355529600
25225,2080,2768,3,1355529600
29036,2080,3200,5,1355529600
19441,2080,2152,1,1355529600
47948,2080,5235,4,1355529600
38278,2080,4227,3,1358294400
23850,2080,2614,4,1358294400
41411,2080,4572,4,1358294400
40011,2080,4429,5,1372464000
29134,2080,3217,5,1372464000
38699,2080,4274,5,1372464000
3456,688,376,4,1342137600
10595,688,1203,4,1342137600
41173,688,4546,4,1342137600
11364,688,1285,5,1342137600
1143,688,131,5,1355788800
18345,688,2023,5,1356566400
10799,688,1231,5,1357948800
16873,645,1878,5,1353283200
36071,645,3972,5,1353283200
37803,645,4174,5,1354320000
4749,645,529,5,1354752000
1300,645,154,5,1355616000
33097,645,3654,5,1355616000
1846,645,219,5,1356652800
1741,645,200,5,1356652800
11612,645,1309,5,1356652800
47676,645,5198,5,1357689600
45525,645,5010,5,1382572800
21748,645,2398,5,1385424000
18344,645,2023,5,1386979200
47251,645,5154,3,1387324800
31370,645,3482,3,1387324800
35322,645,3899,4,1388102400
18343,582,2023,5,1313712000
44,582,9,5,1315008000
10865,582,1237,5,1315008000
4926,582,553,5,1370649600
15635,582,1746,5,1384300800
45548,582,5011,5,1388275200
29148,1915,3221,5,1349395200
34518,1915,3806,5,1349395200
8724,1915,994,5,1349395200
39428,1915,4360,5,1349395200
4590,1915,511,5,1349395200
20432,1915,2250,4,1349654400
26729,1915,2943,5,1356652800
31368,1915,3482,5,1356652800
16310,1915,1819,4,1356652800
13231,1915,1475,5,1375574400
26547,1915,2922,5,1375574400
36847,1915,4058,4,1375574400
42998,1915,4731,5,1375574400
9027,1915,1024,5,1388016000
4154,1915,462,5,1388016000
22471,1800,2481,5,1309478400
24050,1800,2630,5,1360454400
18341,1800,2023,5,1360454400
30027,1800,3312,5,1360454400
19413,1800,2145,5,1360454400
17420,1800,1938,5,1360454400
4037,1800,449,2,1360454400
448,1800,56,5,1360454400
27149,3107,2998,5,1369785600
12823,3107,1434,5,1386547200
43527,3107,4793,5,1386547200
30361,3107,3351,5,1386547200
40785,3107,4505,5,1386547200
43418,3107,4777,5,1386547200
23386,3088,2577,5,1356566400
28142,3088,3113,5,1356566400
33226,3088,3669,5,1356566400
24059,3088,2632,5,1356566400
14902,3088,1654,4,1356912000
16921,3088,1882,5,1356912000
22399,3088,2471,5,1356912000
43980,3088,4853,5,1356912000
44577,3088,4915,5,1356912000
11315,3088,1281,5,1356912000
29116,3088,3215,4,1386547200
31310,3088,3475,5,1386547200
26652,3088,2931,5,1387324800
36131,3042,3976,5,1227312000
46300,3042,5076,5,1248393600
7832,3042,886,1,1256947200
25713,3042,2832,4,1261267200
41096,3042,4541,5,1263686400
50373,3042,5518,5,1268352000
20694,3042,2270,5,1268352000
18338,3042,2023,5,1270339200
18775,3042,2071,3,1272240000
38019,3042,4202,4,1288310400
38601,3042,4266,4,1289520000
9966,3042,1140,3,1293667200
2861,3042,322,5,1302307200
35668,3042,3931,2,1303603200
43861,3042,4837,3,1304380800
43310,3042,4763,5,1324771200
9644,3042,1111,3,1327449600
23427,3042,2585,4,1345766400
10737,3042,1223,4,1345852800
25870,3042,2846,4,1356652800
24363,281,2668,5,1326758400
18337,281,2023,4,1326844800
15723,281,1757,3,1357430400
20077,281,2211,4,1357603200
3213,281,354,4,1357862400
44020,281,4854,5,1359072000
44263,281,4877,5,1388448000
18336,210,2023,5,1291507200
31483,210,3489,5,1291507200
38138,210,4214,5,1291507200
8358,210,949,5,1295222400
24661,210,2701,5,1295222400
1768,210,204,5,1295222400
7507,210,855,5,1299196800
44245,210,4873,5,1360540800
29931,2921,3305,5,1022544000
42017,2921,4631,5,1036368000
33839,2921,3721,5,1040601600
16268,2921,1814,4,1040601600
29089,2921,3211,1,1053561600
2733,2921,312,5,1055721600
14705,2921,1631,5,1055721600
10921,2921,1240,5,1056931200
27727,2921,3057,5,1077667200
18335,2921,2023,5,1077667200
20517,2921,2254,5,1077926400
21182,2921,2326,4,1081209600
25266,2921,2772,3,1100131200
49707,2921,5440,5,1105056000
50041,2921,5474,5,1204675200
8846,2921,1004,5,1219276800
13130,2921,1468,4,1220227200
23774,2921,2613,5,1222041600
2716,2921,310,5,1230854400
20716,2921,2275,3,1278028800
44286,2921,4883,5,1317513600
42343,2921,4663,3,1318032000
9683,2921,1117,4,1326240000
46568,2921,5101,5,1335052800
17991,2921,1985,3,1348185600
21640,2921,2382,5,1348185600
3695,2921,407,5,1353715200
26688,2921,2938,4,1355961600
31908,2921,3533,5,1359849600
18159,2921,1998,5,1365292800
35052,2921,3873,4,1369958400
38627,2921,4269,5,1372809600
27415,2921,3026,3,1374105600
5667,1560,642,3,1320969600
18334,1560,2023,5,1321747200
39876,1560,4413,4,1321747200
96,1560,15,5,1322611200
27376,1560,3024,4,1322956800
25058,1560,2740,5,1322956800
37320,1560,4109,4,1330560000
25662,1560,2821,5,1337472000
15328,2859,1707,5,1356480000
42161,2859,4647,3,1356480000
7475,2859,853,5,1356480000
39067,2859,4317,5,1356480000
29401,2859,3247,5,1356480000
6171,2859,712,5,1356480000
18333,2859,2023,5,1356480000
25794,2859,2838,5,1356480000
32021,2859,3538,5,1356480000
41045,2859,4533,5,1356480000
43651,2859,4817,5,1386633600
44008,2859,4854,5,1386633600
5860,146,667,4,1323820800
20703,146,2273,5,1323820800
19646,146,2164,2,1323820800
26449,146,2913,5,1323820800
45483,146,5008,5,1323820800
4125,146,460,4,1323820800
17610,146,1950,4,1323820800
8094,146,913,5,1323820800
42392,146,4669,5,1324944000
27818,146,3067,5,1336608000
8080,146,911,2,1336608000
18025,146,1987,5,1351814400
26536,146,2922,5,1353196800
32764,146,3613,5,1354579200
25543,146,2804,5,1356393600
48960,146,5356,5,1356393600
45720,146,5026,5,1356393600
22503,146,2487,4,1356393600
48298,146,5283,5,1356566400
33848,146,3722,5,1356566400
4575,146,508,4,1356566400
4063,146,453,5,1356566400
31906,146,3533,5,1358121600
12463,146,1397,5,1388275200
33382,146,3682,2,1388275200
39768,2809,4389,4,1274140800
41592,2809,4589,5,1285286400
12089,2809,1364,5,1285286400
17316,2809,1926,4,1311033600
6131,2809,704,5,1312156800
33688,2809,3711,5,1319241600
37720,2809,4163,5,1324684800
34922,2809,3859,5,1324684800
18331,2809,2023,5,1333497600
43846,2764,4835,5,1227484800
44992,2764,4953,5,1228694400
4467,2764,492,4,1229472000
26309,2764,2896,4,1285286400
18330,2764,2023,5,1286323200
30626,2764,3389,5,1286323200
39250,2764,4341,4,1331164800
36151,2764,3980,5,1336435200
10318,2764,1178,5,1336435200
17410,2764,1937,4,1361491200
47727,2764,5205,4,1372550400
17545,2764,1948,4,1379289600
31808,2764,3525,4,1379462400
50378,2764,5519,4,1381795200
13416,2764,1498,4,1381795200
8893,2764,1007,4,1387238400
32538,2764,3590,5,1387238400
43045,2682,4737,3,1355788800
8181,2682,929,5,1373414400
20307,2682,2238,5,1373414400
11428,2682,1294,5,1373414400
37714,2682,4162,3,1373414400
18329,2682,2023,5,1373414400
2286,2682,273,4,1373414400
35355,2682,3903,5,1373414400
12270,2682,1376,1,1373414400
49214,2682,5388,2,1373414400
43148,1312,4745,5,1349481600
34235,1312,3771,4,1350950400
38933,1312,4302,5,1351036800
7875,1312,892,5,1356566400
20861,1312,2288,5,1369094400
28567,1312,3157,5,1387497600
15346,1312,1711,5,1387497600
32775,1312,3615,5,1387497600
245,2408,31,5,1128902400
20274,2408,2234,5,1128902400
399,2408,54,5,1128902400
50978,2408,5594,5,1128902400
49819,2408,5451,5,1128902400
17310,2408,1924,4,1128902400
46914,2408,5126,5,1128902400
38794,2408,4282,5,1132185600
30294,1773,3341,4,1318032000
48074,1773,5249,4,1318032000
17707,1773,1955,5,1321920000
31523,1773,3490,5,1321920000
29619,1773,3270,1,1331596800
3250,1773,357,5,1339632000
22967,1773,2532,5,1343606400
550,1773,69,5,1347494400
5344,1773,606,3,1347494400
20685,1773,2268,5,1348012800
25814,1773,2842,5,1351123200
38553,1773,4261,4,1352678400
4979,1773,558,3,1352678400
34008,1773,3742,4,1352678400
14943,1773,1657,3,1352764800
3705,1773,407,5,1352764800
29260,1773,3232,5,1352764800
16018,1773,1789,5,1354492800
35237,1773,3887,5,1361145600
45382,1773,4996,5,1361145600
37222,1773,4096,4,1375660800
30687,1773,3397,1,1378598400
33393,1773,3682,3,1378598400
41299,1773,4558,4,1378598400
16751,1773,1868,5,1378598400
256,1773,32,5,1378598400
46625,1773,5105,5,1381881600
22296,1773,2465,5,1381881600
33564,1773,3698,5,1382832000
33476,1773,3691,3,1382832000
32339,1773,3567,4,1382832000
12240,1773,1375,2,1382832000
46059,1773,5059,4,1382832000
6763,1773,762,5,1383004800
17508,1773,1946,5,1385164800
416,1773,55,3,1385596800
49715,798,5441,5,1360022400
25700,798,2830,5,1360022400
34231,798,3771,4,1389657600
28752,798,3178,5,1389657600
18438,798,2035,5,1389657600
48600,798,5324,4,1389657600
23366,2108,2572,5,1319846400
30239,2108,3335,5,1353974400
30194,2108,3328,5,1353974400
16297,2108,1818,5,1353974400
46455,2108,5089,5,1379376000
25502,2108,2799,5,1379376000
28995,2108,3196,5,1405036800
50061,2108,5477,5,1405036800
29530,2108,3260,5,1405036800
14672,2108,1623,5,1405036800
14418,2108,1599,5,1405036800
40478,2108,4476,5,1405036800
16366,2108,1829,5,1405036800
35782,2108,3942,4,1405036800
23703,2108,2608,5,1405036800
48536,2108,5314,5,1405036800
9341,2108,1073,5,1405036800
41608,3109,4591,4,1280966400
23949,3109,2620,4,1339977600
2262,3109,270,5,1341964800
39585,3109,4373,4,1341964800
35235,3109,3887,5,1359676800
39505,3109,4366,4,1371859200
21234,535,2336,5,1288396800
302,535,39,5,1323302400
37842,535,4180,5,1368230400
27883,535,3073,5,1368230400
30394,535,3356,5,1368230400
27925,535,3079,5,1389830400
5223,535,593,5,1390176000
45532,881,5010,4,1383004800
21252,881,2337,5,1383004800
49185,881,5383,5,1388534400
27066,881,2986,5,1388534400
1287,881,152,5,1388534400
46937,881,5129,5,1388880000
49114,881,5374,5,1388880000
40247,881,4452,5,1394236800
1978,2380,230,2,1368662400
26991,2380,2971,5,1376524800
