user_id,item_id,rating
2125,5000,5
2125,3901,5
2125,3844,5
2125,1362,5
2125,4785,5
3071,3533,5
3071,3885,4
3071,1336,5
3071,4757,5
3071,4365,5
3071,717,4
3071,3092,5
2893,1888,5
2893,2099,4
2893,2094,4
2893,3061,4
2893,972,5
2893,4805,5
2893,1309,4
2893,1839,4
2893,476,5
1196,2728,5
1196,3228,5
1196,2809,4
1196,2732,5
1196,949,5
1196,224,5
1196,2588,5
1196,3909,4
1557,670,5
1557,5203,5
1557,4682,5
1557,3648,5
1557,64,5
1557,3088,5
982,4318,5
982,5203,5
982,3648,5
982,4682,5
982,64,5
982,2802,5
2376,2474,5
2376,1327,5
2376,3346,5
2376,1978,4
2376,4083,5
2376,5067,5
2524,2433,5
2524,1163,5
2524,2365,5
2524,5100,5
2524,5110,5
2524,3404,5
2524,3118,5
2524,2472,5
1488,5419,5
1488,2691,5
1488,2856,5
1488,4577,4
1488,4086,4
1488,1999,4
1488,3315,5
1488,471,4
1488,1024,4
1488,3789,5
2089,407,5
2089,3215,5
2089,4646,5
2089,1952,4
2089,1641,5
2089,4983,5
2089,3006,5
1088,325,5
1088,4707,5
1088,3861,5
1088,4287,5
1088,5111,5
1088,5492,5
1593,511,4
1593,409,5
1593,2336,5
1593,837,5
1593,1342,5
1593,4365,5
1593,4774,4
1064,866,5
1064,3912,5
1064,4913,5
1064,1819,5
1064,2633,5
1064,3142,5
1125,3930,5
1125,2377,5
1125,4416,5
1125,1684,4
1125,4808,5
1125,1737,5
1125,5178,5
1377,142,5
1377,2238,5
1377,4653,5
1377,1008,5
1377,5373,5
1377,2762,4
1377,500,2
493,1394,5
493,2815,5
493,751,4
493,4490,5
493,1705,5
493,4344,5
493,5338,5
2448,2299,5
2448,1325,5
2448,1570,5
2448,3851,5
2448,4719,4
2448,4558,5
2448,2669,5
2448,3600,5
1086,3444,3
1086,2356,1
1086,1762,1
1086,3326,5
1086,5121,5
1086,3698,3
1086,1789,5
1086,4665,1
1086,5528,5
1086,4753,5
1086,179,3
1086,4246,4
1086,949,5
2701,2781,5
2701,2995,5
2701,4997,5
2701,92,4
2701,341,5
2701,1835,5
1158,5010,5
1158,3435,5
1158,619,5
1158,2893,5
1158,5447,5
1158,179,5
1158,719,5
1158,3711,5
1158,2945,5
1158,1387,5
1158,985,5
933,4511,5
933,2423,5
933,1460,5
933,4872,4
933,2228,5
933,499,4
1703,784,5
1703,1153,5
1703,4770,5
1703,2267,5
1703,2559,5
1703,3072,5
783,4719,5
783,3462,5
783,2033,5
783,5438,5
783,5413,5
783,1746,5
783,1895,5
783,2448,5
783,3007,5
805,3930,5
805,45,5
805,2182,5
805,4416,5
805,301,5
805,5178,5
805,4484,5
2138,670,5
2138,5364,5
2138,2107,5
2138,1686,5
2138,5015,5
2138,908,5
2138,4713,5
2138,373,5
2138,3119,5
2138,336,5
2138,179,5
2138,4200,5
306,995,5
306,4431,4
306,3288,5
306,3706,5
306,4434,5
306,2618,5
306,3783,5
306,4113,5
306,4274,5
306,4695,5
306,3986,5
306,3398,4
306,5428,5
306,3715,5
306,508,4
306,5204,5
306,3456,5
306,3170,5
306,5529,5
306,2422,5
185,855,5
185,2909,5
185,3472,5
185,30,5
185,1816,5
185,3776,3
185,1265,5
185,1245,4
185,4543,5
185,2132,5
185,2510,3
1425,1224,5
1425,721,5
1425,2182,5
1425,3010,5
1425,4527,5
1425,1944,4
1425,5351,5
1425,5093,5
1108,367,4
1108,4584,4
1108,3055,4
1108,1636,4
1108,4101,3
1108,518,3
1108,1266,5
1108,5081,5
2937,2734,5
2937,1298,5
2937,2312,5
2937,2484,5
2937,4347,5
2937,1913,5
1645,4821,5
1645,5274,5
1645,3267,5
1645,1886,5
1645,2264,5
1645,57,5
2828,3511,5
2828,5526,5
2828,2927,5
2828,716,5
2828,629,5
2828,2470,5
2828,3136,5
1594,1671,5
1594,4681,5
1594,2239,5
1594,5331,5
1594,1071,5
1594,3786,5
1594,744,5
1594,3572,5
1060,949,5
1060,1149,5
1060,737,5
1060,2734,5
1060,164,5
1060,3509,5
2800,3422,5
2800,2644,5
2800,4826,5
2800,4801,2
2800,1536,5
2800,1052,5
2800,5008,5
2800,3685,5
2800,400,5
1333,2926,4
1333,1147,3
1333,5364,3
1333,4178,4
1333,1297,5
1333,56,5
1333,2127,5
1333,4163,5
1395,4610,5
1395,4280,5
1395,999,4
1395,1114,5
1395,227,5
1395,4083,4
1395,2925,5
1395,3488,1
2404,2860,5
2404,734,5
2404,5291,5
2404,4344,5
2404,4501,5
2404,4781,5
2404,1677,5
2404,979,5
3127,2643,5
3127,2825,5
3127,4857,5
3127,2780,4
3127,5068,5
3127,4642,5
3127,788,4
3127,433,4
3127,3766,5
2564,1195,5
2564,840,5
2564,4240,5
2564,1298,5
2564,5516,5
2564,4211,5
2564,4888,5
2564,4733,5
2564,3506,5
2564,2524,5
2564,1724,5
524,1596,5
524,3175,5
524,1548,5
524,252,5
524,5550,5
524,2500,5
2553,4266,5
2553,2866,5
2553,4660,5
2553,5575,5
2553,3463,5
2553,1360,5
729,3939,5
729,2276,5
729,1464,5
729,4035,5
729,2073,5
729,3466,5
729,1906,5
729,1348,5
729,4778,5
1207,317,5
1207,1705,5
1207,749,5
1207,5315,5
1207,5274,5
1207,3940,5
3134,4901,5
3134,5290,5
3134,2198,5
3134,329,5
3134,3167,5
3134,3501,5
3134,5153,5
3134,4756,5
486,5130,5
486,485,5
486,2915,5
486,1730,5
486,4494,5
486,4611,5
1596,1653,5
1596,4177,3
1596,1766,4
1596,415,5
1596,5211,4
1596,3069,5
1596,4638,5
1596,4644,5
1220,529,4
1220,5270,5
1220,2420,3
1220,4730,4
1220,475,5
1220,4227,4
1220,445,5
1218,5183,5
1218,3325,4
1218,3844,5
1218,5528,5
1218,1880,5
1218,5126,5
1218,39,5
1612,3170,3
1612,3130,5
1612,1438,5
1612,4101,5
1612,113,3
1612,2998,5
1612,2460,5
1612,2856,5
451,902,5
451,3841,5
451,953,5
451,3157,5
451,5515,5
451,957,5
451,2970,5
451,2368,5
451,1234,5
451,3691,5
451,5059,5
451,2191,5
451,1865,5
451,4809,5
2804,2403,5
2804,4021,5
2804,1550,5
2804,3154,5
2804,3257,5
2804,3212,5
2804,830,5
2180,1596,5
2180,252,5
2180,4663,3
2180,3939,5
2180,5318,5
2180,3175,4
2180,4327,5
2180,3672,4
1331,4821,4
1331,3246,5
1331,896,2
1331,3352,5
1331,3176,5
1331,4090,5
1331,4010,5
1331,650,2
1331,4615,5
1331,4518,5
1549,3844,5
1549,583,5
1549,4854,5
1549,1618,4
1549,621,5
1549,3049,3
1549,2657,4
1549,1116,5
1549,1905,4
1627,3035,5
1627,155,5
1627,3966,5
1627,2971,5
1627,1870,5
1627,2546,5
277,4870,5
277,1795,5
277,3192,5
277,5341,5
277,3909,5
277,2971,5
1510,2348,5
1510,828,5
1510,2481,4
1510,733,5
1510,3556,5
1510,3520,5
1267,2821,5
1267,3125,3
1267,2540,5
1267,4362,5
1267,3970,5
1267,1494,5
1267,2192,5
1267,2958,5
1267,2919,4
1267,2198,5
1267,2880,5
1267,1761,5
1346,5231,5
1346,1976,4
1346,1417,5
1346,3982,4
1346,4934,5
1346,3175,5
1346,4888,4
1346,1404,4
7,2508,5
7,4849,5
7,4548,5
7,1128,5
7,3144,5
7,848,5
1675,4362,5
1675,3312,5
1675,674,5
1675,2633,5
1675,540,5
1675,4854,5
439,3304,4
439,4995,5
439,2510,5
439,4465,5
439,1721,5
439,5355,5
454,4280,5
454,2909,5
454,648,5
454,1142,5
454,3637,5
454,3809,5
321,639,5
321,3142,1
321,3073,3
321,4347,5
321,1160,5
321,2703,5
321,3626,5
321,5010,5
1111,2829,5
1111,2939,5
1111,42,5
1111,1280,5
1111,1591,5
1111,1077,5
1111,5260,5
2535,2132,5
2535,3428,5
2535,3026,4
2535,2670,5
2535,2821,5
2535,1808,5
444,149,5
444,2268,5
444,3048,5
444,1860,5
444,1800,5
444,2773,5
444,3489,5
1799,2160,5
1799,1619,5
1799,985,5
1799,4232,5
1799,420,5
1799,3212,5
1799,2903,5
1630,4690,5
1630,5053,4
1630,5364,5
1630,2736,5
1630,926,5
1630,1762,5
634,2868,5
634,2365,4
634,2338,5
634,3499,4
634,2415,4
634,2341,4
634,1222,4
634,4952,5
1082,1818,5
1082,5550,5
1082,1906,5
1082,1596,5
1082,3805,5
1082,3260,5
1734,3912,5
1734,3314,5
1734,1601,5
1734,761,5
1734,3775,4
1734,2533,5
1734,3695,5
1264,173,5
1264,1995,5
1264,2682,4
1264,2160,5
1264,930,5
1264,3393,4
1264,2856,5
1264,3586,5
715,3162,4
715,44,5
715,1082,4
715,1285,5
715,5382,4
715,3556,4
715,156,5
715,1345,4
2554,1305,5
2554,482,5
2554,4742,3
2554,4775,4
2554,3156,3
2554,5041,5
2554,5348,5
2554,1949,5
1685,416,5
1685,1653,5
1685,4764,5
1685,103,5
1685,4118,5
1685,3925,5
1685,4230,5
2951,3389,5
2951,2109,5
2951,3516,5
2951,3903,5
2951,1647,5
2951,1067,4
2951,1400,5
2951,3655,4
2951,637,5
2951,4582,5
2951,2465,4
2951,5351,5
2951,4359,3
2951,1789,5
2951,4913,5
2951,3545,5
1988,3294,3
1988,2764,5
1988,1558,5
1988,4734,5
1988,5081,4
1988,1217,3
1988,4083,5
1988,3856,5
1988,1327,4
1988,5254,5
2059,2922,5
2059,721,5
2059,882,5
2059,2859,5
2059,15,5
2059,4964,5
2059,5324,5
2059,30,5
2910,3454,5
2910,3285,5
2910,896,5
2910,2958,5
2910,1922,5
2910,351,5
2910,3438,5
2910,2616,5
2910,4437,5
2910,316,5
2910,345,5
2910,3180,5
983,5198,5
983,4284,5
983,4596,5
983,3970,5
983,3765,5
983,2629,5
1161,2528,5
1161,177,5
1161,4279,5
1161,127,5
1161,3485,5
1161,4630,4
1161,754,5
1161,4666,5
1813,985,5
1813,3268,5
1813,415,5
1813,3119,5
1813,1487,5
1813,1284,5
1813,711,5
1813,1172,5
2179,583,5
2179,3416,5
2179,1714,5
2179,2477,5
2179,1314,5
2179,4790,5
2179,2124,5
2179,754,5
2179,674,5
118,1297,4
118,1563,5
118,3046,5
118,1784,5
118,1187,5
118,4376,2
118,3803,5
118,3749,5
2887,5054,5
2887,1707,5
2887,3189,5
2887,1880,5
2887,4116,5
2887,2605,5
2887,3482,5
1118,2527,4
1118,2995,5
1118,224,3
1118,303,3
1118,2656,5
1118,1337,5
1118,4356,4
1118,2974,4
2107,4698,5
2107,3822,5
2107,3848,5
2107,2821,5
2107,5540,5
2107,3902,5
2107,2260,5
497,252,5
497,1813,5
497,5024,5
497,3804,5
497,1596,5
497,1548,5
3009,3776,5
3009,1954,5
3009,5024,5
3009,3944,3
3009,4921,5
3009,5587,5
3009,4575,2
3009,2881,5
2860,2212,5
2860,754,5
2860,3031,5
2860,127,5
2860,779,5
2860,2299,5
2908,5119,5
2908,5180,5
2908,4360,4
2908,2356,4
2908,1488,4
2908,2957,5
2991,2633,5
2991,2070,5
2991,3180,5
2991,1966,5
2991,4709,5
2991,674,5
2991,2381,5
1015,1112,5
1015,1889,5
1015,4462,4
1015,1720,5
1015,1397,4
1015,5321,3
1015,3196,4
2503,694,5
2503,2420,5
2503,2933,5
2503,1204,5
2503,3995,5
2503,4472,5
1147,1724,5
1147,1049,5
1147,804,5
1147,1656,5
1147,506,5
1147,5091,5
1147,950,5
1147,5251,5
108,3508,5
108,5010,5
108,3167,5
108,3513,3
108,4707,5
108,798,5
108,4610,5
108,2698,4
108,3068,5
108,2634,5
270,2428,5
270,4607,5
270,4857,5
270,659,5
270,1558,5
270,1870,5
320,4177,5
320,3601,5
320,510,5
320,875,5
320,717,5
320,2595,5
320,3518,5
842,2470,5
842,42,5
842,2633,5
842,1720,5
842,1921,5
842,4204,5
842,4649,5
842,1647,5
842,1950,5
693,4320,5
693,1094,5
693,4471,5
693,3174,5
693,165,5
693,578,5
1138,284,5
1138,1610,5
1138,5042,5
1138,2682,5
1138,4000,5
1138,2328,5
1138,4942,5
1138,856,5
1138,5561,5
1138,3136,5
1138,117,5
1138,2996,5
99,1872,5
99,5373,5
99,5074,5
99,3400,5
99,4013,5
99,2235,5
99,5017,5
99,1342,5
612,2999,5
612,2674,5
612,5042,5
612,1298,5
612,117,5
612,5157,5
994,1496,5
994,2479,5
994,2890,5
994,2508,5
994,3456,5
994,3722,5
994,2248,5
2087,4071,5
2087,202,5
2087,2206,5
2087,1574,5
2087,5284,5
2087,4227,5
2087,401,5
1661,3312,5
1661,1376,5
1661,3103,5
1661,4758,4
1661,2094,5
1661,1336,5
1661,3542,5
1661,506,5
1661,471,5
1661,2358,5
1229,2833,5
1229,2903,4
1229,2597,5
1229,3509,5
1229,1645,3
1229,5528,5
1229,913,5
1229,2979,2
2786,4831,5
2786,420,5
2786,2709,5
2786,4303,5
2786,3966,5
2786,4259,5
3154,4418,2
3154,824,5
3154,3444,4
3154,4387,5
3154,3891,3
3154,3519,5
3154,386,5
3154,2037,4
3154,1230,4
3154,1392,5
3154,1942,3
3154,800,4
38,2027,5
38,2816,5
38,2409,5
38,2706,5
38,1273,5
38,2161,5
770,4978,3
770,4913,5
770,2258,5
770,1187,5
770,2280,5
770,5351,5
770,2278,5
1353,4842,5
1353,5196,5
1353,4835,5
1353,2598,5
1353,1309,5
1353,493,5
1353,1901,5
1353,2869,5
795,5571,5
795,7,5
795,327,5
795,2811,4
795,1725,5
795,3950,5
795,4452,5
3096,3196,5
3096,789,5
3096,4476,5
3096,202,5
3096,1633,5
3096,5053,5
3096,4782,5
776,2137,5
776,3698,5
776,1281,5
776,4913,5
776,2093,5
776,2982,5
776,207,5
776,2300,4
10,2016,5
10,234,5
10,80,5
10,2320,4
10,1687,5
10,3969,5
10,3770,5
1554,3,1
1554,3462,4
1554,0,5
1554,1222,5
1554,3900,4
1554,2546,5
1554,4143,5
1554,1070,5
2574,131,5
2574,1348,5
2574,5526,5
2574,1647,5
2574,2674,5
2574,375,5
2574,197,5
2574,2608,4
2385,3016,5
2385,271,5
2385,4096,5
2385,410,5
2385,2360,5
2385,5060,5
2385,1140,4
2385,2734,4
2385,453,5
2385,1789,5
2385,1016,5
2385,1009,5
2385,2152,4
2385,4360,3
2385,3771,4
2385,2864,4
2385,870,5
2385,4178,5
2385,4397,5
2385,2100,3
673,3765,5
673,589,5
673,4321,5
673,1793,5
673,2746,5
673,4928,5
198,769,5
198,5478,5
198,3363,5
198,2735,5
198,5554,5
198,3287,5
198,3716,5
198,734,5
1528,1529,5
1528,1654,5
1528,4945,5
1528,4713,5
1528,1978,5
1528,2322,5
1528,3711,5
1528,4387,5
1786,2812,5
1786,5250,5
1786,5303,5
1786,4258,5
1786,5082,5
1786,1581,5
1786,4483,5
1786,5453,5
2613,5091,5
2613,611,5
2613,3363,5
2613,4956,5
2613,3387,5
2613,841,5
1314,3773,5
1314,409,5
1314,607,4
1314,3278,4
1314,2597,5
1314,2487,5
1314,4549,5
1314,5446,5
508,1336,5
508,443,5
508,1573,5
508,4277,5
508,2137,4
508,2367,4
1265,4229,4
1265,4033,5
1265,4835,5
1265,5180,4
1265,322,5
1265,3855,4
1265,220,4
1265,1919,4
1265,3015,4
1265,3736,4
658,1643,5
658,4214,5
658,4387,5
658,1065,1
658,1791,5
658,2109,5
658,998,5
658,3844,5
1743,3395,5
1743,634,5
1743,4308,5
1743,2428,4
1743,308,4
1743,2780,4
883,504,5
883,547,5
883,3364,5
883,4077,5
883,1075,5
883,5597,5
873,2126,5
873,4299,3
873,551,5
873,3673,4
873,2548,4
873,953,5
873,2875,5
873,578,5
1695,5306,5
1695,985,5
1695,1880,5
1695,1645,4
1695,3119,5
1695,759,5
1695,5238,5
525,4317,5
525,1701,4
525,2492,3
525,3314,5
525,2206,4
525,3538,4
525,3695,5
525,2970,3
525,4803,5
525,4320,4
3147,5121,4
3147,1654,5
3147,2129,4
3147,2963,5
3147,3072,4
3147,3568,5
965,4175,5
965,5364,2
965,399,1
965,5312,5
965,3501,5
965,3065,5
965,4071,5
965,5240,4
965,2709,3
965,3024,3
965,4456,5
965,2713,5
965,994,5
965,483,5
965,198,4
965,3208,5
965,4171,4
965,778,2
965,4714,3
965,4525,4
2144,3312,5
2144,727,1
2144,1336,1
2144,896,5
2144,764,4
2144,471,4
2144,3017,4
2144,1279,5
2144,3533,4
2636,5175,4
2636,4496,2
2636,727,4
2636,146,4
2636,908,3
2636,2979,3
2636,1534,5
2636,3595,4
2636,360,3
1188,94,4
1188,2615,4
1188,2455,5
1188,4456,4
1188,1766,5
1188,1208,5
1188,486,5
1188,1061,4
1188,1787,3
1188,271,4
1188,3020,5
1188,2232,4
1188,3000,4
1188,2651,4
1188,3884,5
1188,2356,5
3057,2832,5
3057,3139,5
3057,4599,5
3057,5515,5
3057,327,5
3057,2486,5
3057,2470,5
3057,3391,5
1922,3036,5
1922,3056,5
1922,704,5
1922,1508,5
1922,3582,4
1922,748,4
1922,4211,5
1922,3260,4
1922,3416,4
1922,1613,4
1922,5250,5
1922,1922,5
1954,5010,5
1954,3775,5
1954,2381,5
1954,905,5
1954,4817,5
1954,3865,5
1954,2869,5
1954,3005,5
2877,2521,5
2877,2070,5
2877,4899,4
2877,5591,4
2877,4585,5
2877,2097,5
2877,4155,5
2877,5355,5
2877,2153,5
534,1467,5
534,4096,5
534,5363,5
534,3493,5
534,3407,5
534,3977,5
534,4003,5
1737,5292,5
1737,4949,5
1737,460,5
1737,3411,4
1737,1618,4
1737,5586,5
1737,3326,1
763,5074,3
763,4709,4
763,4927,5
763,5254,4
763,4924,4
763,1217,5
763,2120,5
763,4478,5
763,512,4
763,4146,4
763,4101,5
763,16,4
2528,4833,5
2528,3839,2
2528,2713,5
2528,3272,5
2528,4191,5
2528,3880,4
2528,3680,5
2528,489,5
190,5514,5
190,5394,4
190,2082,5
190,3159,5
190,3679,5
190,5435,4
1288,1891,5
1288,4593,5
1288,1590,5
1288,5394,5
1288,5008,5
1288,3218,5
1288,5336,5
1288,145,5
2933,583,5
2933,4200,5
2933,1346,2
2933,426,5
2933,629,4
2933,3435,4
2933,2774,4
2933,3444,5
1984,200,5
1984,320,5
1984,2801,5
1984,5004,5
1984,120,4
1984,1685,4
1984,3802,5
1984,22,5
1984,5484,5
1984,861,4
586,4432,5
586,429,4
586,1978,5
586,4478,5
586,3395,4
586,952,5
586,372,5
2728,3482,5
2728,3720,4
2728,2624,5
2728,1652,4
2728,3550,5
2728,3553,5
2728,449,3
859,2164,5
859,3208,4
859,1950,4
859,4810,5
859,447,5
859,4713,4
859,5394,5
859,2068,3
859,2250,5
859,974,5
859,445,5
859,4696,5
859,4604,4
859,1314,3
859,5298,5
1768,5574,5
1768,15,3
1768,4615,5
1768,5391,5
1768,2965,4
1768,5121,5
1768,3254,5
1768,3710,5
1943,3922,5
1943,1950,5
1943,1231,5
1943,2245,5
1943,3129,5
1943,3042,5
16,115,5
16,1759,5
16,2292,5
16,5420,5
16,1835,2
16,2475,4
16,482,5
16,2228,5
16,4500,5
1880,4452,5
1880,1220,5
1880,5344,5
1880,524,5
1880,1094,5
1880,5279,5
2416,855,5
2416,1656,5
2416,2144,5
2416,234,5
2416,1343,5
2416,2306,5
2416,5010,5
2416,293,5
1263,5216,1
1263,1870,5
1263,4588,5
1263,4927,5
1263,3346,5
1263,4736,5
1263,5148,5
1263,4924,5
621,2308,5
621,896,4
621,3114,1
621,813,5
621,3297,5
621,650,5
621,2243,3
621,3795,1
2181,2789,3
2181,1941,5
2181,4972,5
2181,1682,4
2181,3731,5
2181,1787,4
2181,3563,4
2181,1305,5
420,1920,3
420,3223,5
420,5111,5
420,3187,2
420,4101,5
420,2510,5
420,325,5
420,1309,5
420,2094,5
420,4022,5
420,3055,5
420,1161,5
420,1181,4
420,4707,5
420,855,5
420,4460,4
420,4775,5
420,1639,5
420,750,5
1696,172,5
1696,103,5
1696,2349,5
1696,1361,5
1696,3939,5
1696,3620,5
1811,4826,5
1811,1336,5
1811,179,5
1811,167,5
1811,4751,3
1811,2131,5
1811,5177,4
1811,2719,4
1811,4430,5
2197,1306,5
2197,1171,5
2197,3716,5
2197,769,5
2197,1776,5
2197,4391,5
2197,2828,5
2197,3857,5
2197,5521,5
2197,404,3
2197,1160,5
2197,1309,4
996,3097,4
996,1172,4
996,84,4
996,319,4
996,3159,4
996,4888,3
996,3259,5
996,5550,5
996,1699,4
996,2276,4
996,2503,4
996,2082,5
996,3518,3
996,4327,4
996,1417,3
996,2524,4
2763,3216,5
2763,4215,5
2763,4720,5
2763,896,5
2763,1848,5
2763,2106,4
1065,3568,4
1065,1868,5
1065,4817,5
1065,5346,5
1065,1705,5
1065,5447,5
1065,5183,5
1717,1812,5
1717,5593,4
1717,1309,5
1717,2701,5
1717,5193,3
1717,3372,5
1717,4101,5
1717,1733,3
1717,2268,4
1717,5492,4
1717,4198,5
2623,4476,5
2623,789,5
2623,1994,5
2623,727,4
2623,3196,2
2623,5444,5
2623,1829,5
2704,2962,4
2704,2232,5
2704,674,5
2704,4910,5
2704,469,5
2704,4397,5
2704,3695,5
2704,4887,5
31,578,5
31,4952,5
31,2072,4
31,2320,5
31,4872,5
31,5304,5
31,3434,5
31,1395,4
31,3489,4
31,3334,5
31,2651,5
2106,3927,5
2106,368,4
2106,3502,4
2106,2974,4
2106,1862,4
2106,520,4
2106,2680,4
2106,5538,5
2513,3574,5
2513,2782,4
2513,249,5
2513,4647,4
2513,3695,5
2513,2321,5
2513,5043,5
2513,3489,5
1437,4083,4
1437,910,5
1437,2715,2
1437,1888,4
1437,5347,4
1437,1164,4
1437,4075,4
1437,325,4
1437,5159,5
1437,5343,4
2175,4167,5
2175,1307,5
2175,3716,5
2175,4702,5
2175,4687,5
2175,2308,5
102,2879,4
102,3483,5
102,998,5
102,5434,5
102,2916,5
102,5148,5
102,2661,5
102,1024,5
209,3444,4
209,4844,4
209,1865,5
209,375,5
209,1923,5
209,2368,4
209,1298,5
929,4854,5
929,4324,4
929,3912,5
929,4227,5
929,1397,5
929,3770,5
929,3416,3
929,4437,5
929,5250,5
929,3485,5
929,3314,5
929,2368,5
929,5450,5
929,46,2
838,4627,5
838,1394,5
838,4719,4
838,1740,5
838,905,5
838,2898,4
838,763,5
838,3052,4
838,4840,5
838,3253,5
838,1053,5
838,2661,5
838,3616,5
838,3965,5
838,1167,5
838,234,5
838,1479,5
838,1485,5
838,4991,5
838,2172,5
838,1237,5
838,827,5
838,1367,4
838,1701,5
1183,4766,5
1183,476,5
1183,2637,5
1183,2598,5
1183,322,5
1183,4498,5
1183,4335,4
